"id"	"AGEP"	"CIT"	"COW"	"DDRS"	"INTP"	"LANX"	"MAR"	"MARHT"	"MIG"	"MIL"	"SCHL"	"SEX"	"WAGP"	"WKHP"	"ESR"	"INDP"	"OCCP"	"PINCP"	"RAC1P"
"3319"	33446	88	"Born in the U.S."	NA	"Yes"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	NA	"Female"	0	NA	"Not in labor force"	NA	NA	11800	"White alone"
"3320"	33450	44	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	91000	24	"Civilian employed, at work"	"MED-HOSPITALS"	"MED-REGISTERED NURSES"	91000	"White alone"
"3321"	33469	71	"Born in the U.S."	"Working without pay in family business or farm"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Some college, but less than 1 year"	"Male"	0	NA	"Not in labor force"	"FIN-REAL ESTATE"	"OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS"	8800	"White alone"
"3322"	33482	39	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Doctorate degree"	"Female"	6000	3	"Civilian employed, at work"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"EDU-POSTSECONDARY TEACHERS"	6000	"Asian alone"
"3323"	33494	8	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"Black or African American alone"
"3324"	33497	37	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	5000	18	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS"	5000	"White alone"
"3325"	33518	77	"Born in the U.S."	NA	"No"	45000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Bachelor's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	63000	"White alone"
"3326"	33522	49	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	0	NA	"Unemployed"	"TRN-SERVICES INCIDENTAL TO TRANSPORTATION"	"OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS"	5300	"White alone"
"3327"	33536	14	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 8"	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3328"	33541	48	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"GED or alternative credential"	"Female"	12000	23	"Civilian employed, at work"	"SRV-BEAUTY SALONS"	"PRS-HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS"	12000	"White alone"
"3329"	33572	51	"Born in the U.S."	"State government employee"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	27000	40	"Civilian employed, at work"	NA	"CLN-JANITORS AND BUILDING CLEANERS"	27000	"White alone"
"3330"	33587	77	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 11"	"Female"	0	NA	"Not in labor force"	NA	NA	15000	"White alone"
"3331"	33588	32	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	50	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	25000	45	"Civilian employed, at work"	"INF-BROADCASTING, EXCEPT INTERNET"	"RPR-TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS"	25050	"Asian alone"
"3332"	33611	33	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	0	NA	"Not in labor force"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"CMS-COUNSELORS"	0	"White alone"
"3333"	33624	21	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	33300	30	"Civilian employed, at work"	"MED-NURSING CARE FACILITIES"	"PRS-MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED"	33300	"Black or African American alone"
"3334"	33625	19	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	9600	20	"Civilian employed, at work"	"RET-USED MERCHANDISE STORES"	"EAT-FOOD SERVERS, NONRESTAURANT"	9600	"Black or African American alone"
"3335"	33630	6	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3336"	33633	1	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3337"	33641	22	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	3700	16	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE"	3700	"White alone"
"3338"	33645	59	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	50	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	43000	40	"Civilian employed, at work"	"MFG-MEDICAL EQUIPMENT AND SUPPLIES"	"ENG-ENGINEERING TECHNICIANS, EXCEPT DRAFTERS"	43050	"White alone"
"3339"	33648	77	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"1 or more years of college credit, no degree"	"Male"	0	NA	"Not in labor force"	"ENT-OTHER AMUSEMENT, GAMBLING, AND RECREATION INDUSTRIES"	"EAT-COOKS"	20000	"White alone"
"3340"	33660	90	"Born in the U.S."	NA	"No"	229000	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Professional degree beyond a bachelor's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	278600	"White alone"
"3341"	33670	13	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 7"	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"3342"	33682	63	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	60000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Bachelor's degree"	"Male"	0	4	"Not in labor force"	"PRF-LEGAL SERVICES"	"OFF-COURT, MUNICIPAL, AND LICENSE CLERKS"	79550	"White alone"
"3343"	33683	64	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	17000	20	"Civilian employed, at work"	"SCA-INDIVIDUAL AND FAMILY SERVICES"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	25200	"White alone"
"3344"	33718	2	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3345"	33719	0	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	NA	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"3346"	33732	60	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	25000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	12000	15	"Civilian employed, at work"	"FIN-REAL ESTATE"	"SAL-REAL ESTATE BROKERS AND SALES AGENTS"	73000	"White alone"
"3347"	33745	44	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Male"	45000	40	"Civilian employed, at work"	"WHL-GROCERIES AND RELATED PRODUCTS MERCHANT WHOLESALERS"	"RPR-OTHER INSTALLATION, MAINTENANCE, AND REPAIR WORKERS,"	45000	"White alone"
"3348"	33766	47	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	51000	40	"Civilian employed, at work"	"MED-HOSPITALS"	"MED-REGISTERED NURSES"	51000	"White alone"
"3349"	33776	4	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3350"	33797	37	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	96000	60	"Civilian employed, at work"	"PRF-ADVERTISING AND RELATED SERVICES"	NA	96000	"White alone"
"3351"	33807	47	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	90000	50	"Civilian employed, at work"	"MFG-ELECTRIC LIGHTING AND ELECTRICAL EQUIPMENT MANUFACTURING,"	"PRD-MACHINISTS"	90000	"White alone"
"3352"	33813	55	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	NA	"Male"	0	NA	"Not in labor force"	NA	NA	15400	"White alone"
"3353"	33829	57	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	74000	40	"Civilian employed, at work"	"MED-HOSPITALS"	"CMS-SOCIAL WORKERS"	74000	"White alone"
"3354"	33833	32	"Not a citizen of the U.S."	"Self-employed in own incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	60000	50	"Civilian employed, at work"	NA	NA	60000	"White alone"
"3355"	33865	28	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	9000	38	"Civilian employed, at work"	"FIN-REAL ESTATE"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	9000	"White alone"
"3356"	33884	29	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Some college, but less than 1 year"	"Male"	43000	45	"Civilian employed, at work"	"MFG-BEVERAGE"	"TRN-DRIVER/SALES WORKERS AND TRUCK DRIVERS"	43000	"White alone"
"3357"	33890	5	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"Two or more major race groups"
"3358"	33908	6	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3359"	33924	13	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3360"	33925	35	"Born in the U.S."	"Self-employed in own incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	85000	60	"Civilian employed, at work"	NA	NA	85000	"White alone"
"3361"	33939	32	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Master's degree"	"Female"	38000	40	"Civilian employed, at work"	"MFG-FOOTWEAR"	NA	38000	"Asian alone"
"3362"	33969	83	"Born in the U.S."	NA	"Yes"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	9400	"White alone"
"3363"	33971	67	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	0	NA	"Not in labor force"	NA	NA	19200	"White alone"
"3364"	33982	70	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 10"	"Female"	28000	40	"Civilian employed, at work"	"MED-RESIDENTIAL CARE FACILITIES, WITHOUT NURSING"	"OFF-RECEPTIONISTS AND INFORMATION CLERKS"	37200	"White alone"
"3365"	33983	69	"Born in Puerto Rico, Guam, the U.S. Virgin Islands,"	NA	"Yes"	0	"Yes, speaks another language"	"Separated"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	NA	"Female"	0	NA	"Not in labor force"	NA	NA	8000	"White alone"
"3366"	33998	64	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Divorced"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	0	65	"Civilian employed, at work"	"RET-USED MERCHANDISE STORES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	13100	"White alone"
"3367"	34027	41	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	17000	24	"Civilian employed, at work"	"MED-HOSPITALS"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	17000	"White alone"
"3368"	34029	6	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"3369"	34046	32	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	36000	40	"Civilian employed, at work"	"RET-GROCERY STORES"	NA	36000	"White alone"
"3370"	34055	1	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3371"	34077	39	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	109000	40	"Civilian employed, at work"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"PRT-FIRST-LINE SUPERVISORS/MANAGERS OF FIRE FIGHTING AND"	109000	"White alone"
"3372"	34085	70	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	NA	"Male"	2000	10	"Not in labor force"	"RET-AUTOMOBILE DEALERS"	"TRN-DRIVER/SALES WORKERS AND TRUCK DRIVERS"	17000	"White alone"
"3373"	34087	15	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 8"	"Male"	0	NA	NA	NA	NA	0	"White alone"
"3374"	34093	53	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	2000	"No, speaks only English"	"Separated"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	153000	50	"Civilian employed, at work"	"MFG-COMPUTER AND PERIPHERAL EQUIPMENT"	"ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS"	155000	"White alone"
"3375"	34102	52	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	20000	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	120000	35	"Civilian employed, at work"	"MFG-MEDICAL EQUIPMENT AND SUPPLIES"	NA	140000	"White alone"
"3376"	34130	81	"Born in the U.S."	NA	"No"	5000	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	NA	"Not in labor force"	NA	NA	5000	"White alone"
"3377"	34139	50	"Born in the U.S."	"Federal government employee"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	25000	57	"Civilian employed, at work"	"TRN-RAIL TRANSPORTATION"	"TRN-RAILROAD CONDUCTORS AND YARDMASTERS"	32500	"White alone"
"3378"	34151	64	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Divorced"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	0	40	"Civilian employed, at work"	"PRF-MANAGEMENT, SCIENTIFIC, AND TECHNICAL CONSULTING"	"EDU-OTHER EDUCATION, TRAINING, AND LIBRARY WORKERS"	14400	"White alone"
"3379"	34159	48	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"12th grade - no diploma"	"Male"	0	40	"Civilian employed, at work"	"SRV-AUTOMOTIVE REPAIR AND MAINTENANCE"	"RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS"	35500	"White alone"
"3380"	34161	64	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	60	"No, speaks only English"	"Widowed"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	14000	10	"Civilian employed, at work"	"MED-OUTPATIENT CARE CENTERS"	"MED-REGISTERED NURSES"	25060	"White alone"
"3381"	34168	40	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Male"	0	35	"Civilian employed, at work"	NA	"CON-CARPENTERS"	30000	"White alone"
"3382"	34169	8	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"3383"	34177	29	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	20	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Male"	44000	40	"Civilian employed, at work"	NA	"CON-HELPERS, CONSTRUCTION TRADES"	44020	"White alone"
"3384"	34179	3	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3385"	34180	1	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3386"	34189	8	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3387"	34194	36	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Separated"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"3388"	34225	32	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	11000	40	"Civilian employed, at work"	"RET-GROCERY STORES"	"EAT-COMBINED FOOD PREPARATION AND SERVING WORKERS,"	11000	"White alone"
"3389"	34228	9	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3390"	34230	16	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	NA	"Grade 11"	"Female"	500	20	"Civilian employed, at work"	"ENT-OTHER AMUSEMENT, GAMBLING, AND RECREATION INDUSTRIES"	"PRS-GAMING SERVICES WORKERS"	500	"White alone"
"3391"	34233	18	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 11"	"Male"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"3392"	34241	42	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	380	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	50000	40	"Civilian employed, at work"	"MED-OFFICES OF OTHER HEALTH PRACTITIONERS"	"MED-THERAPISTS, ALL OTHER"	60380	"White alone"
"3393"	34242	41	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 10"	"Male"	27000	40	"Civilian employed, at work"	"MFG-MISCELLANEOUS MANUFACTURING, N.E.C."	"PRD-MISCELLANEOUS ASSEMBLERS AND FABRICATORS"	27000	"White alone"
"3394"	34257	94	"Born in the U.S."	NA	"Yes"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	8800	"White alone"
"3395"	34284	28	"U.S. citizen by naturalization"	"Employee of a private not-for-profit,"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 11"	"Female"	22500	40	"Civilian employed, at work"	"FIN-NON-DEPOSITORY CREDIT AND RELATED ACTIVITIES"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	22500	"Some other race alone"
"3396"	34294	84	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	7200	"White alone"
"3397"	34313	58	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	-9999	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	60000	40	"Civilian employed, at work"	"RET-HARDWARE STORES"	NA	50001	"White alone"
"3398"	34322	18	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Female"	1900	24	"Not in labor force"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-WAITERS AND WAITRESSES"	1900	"White alone"
"3399"	34328	25	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Female"	12000	24	"Civilian employed, at work"	"FIN-NON-DEPOSITORY CREDIT AND RELATED ACTIVITIES"	"OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT"	12000	"White alone"
"3400"	34344	49	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	0	NA	"Not in labor force"	NA	NA	5000	"White alone"
"3401"	34346	23	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Male"	4000	50	"Civilian employed, at work"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"PRT-FIRE FIGHTERS"	4000	"White alone"
"3402"	34349	39	"Born in the U.S."	"Self-employed in own incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"GED or alternative credential"	"Male"	150000	52	"Civilian employed, at work"	"RET-AUTOMOBILE DEALERS"	NA	150000	"White alone"
"3403"	34379	50	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	3200	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	97000	50	"Civilian employed, at work"	"MFG-NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL"	NA	100200	"White alone"
"3404"	34382	50	"U.S. citizen by naturalization"	"Self-employed in own incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 10"	"Male"	50000	70	"Civilian employed, at work"	"RET-GASOLINE STATIONS"	"RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS"	50000	"White alone"
"3405"	34394	33	"U.S. citizen by naturalization"	"State government employee"	"No"	0	"Yes, speaks another language"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	0	NA	"Not in labor force"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"PRT-POLICE OFFICERS"	0	"White alone"
"3406"	34397	78	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Professional degree beyond a bachelor's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	19500	"White alone"
"3407"	34398	76	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	0	NA	"Not in labor force"	NA	NA	9800	"White alone"
